userName,content,score,at
Audry,"Kecewa banget setelah di update malah sering error. Ngelag gak jelas padahal jaringan kenceng, trus mau transfer ke rek BCA gak bisa pakai layanan Bi fast padahal sebelum update aman² aja. Cepet² di fix deh nyusahin jadi nya",1,2023-08-01 03:32:36
Algaruty_ Art,Pekok lemot,1,2023-08-01 03:30:48
Zulkarnain Hanaping,Sebelumnya Free TF ke BCA karena masih masuk BCA dijital tpi BI fast udh gak tersedia admin nya gede pakai Online real time . Tarik di BCA admin ada lagi TF ke BCA admin gede . Fix BCA pelit aplikasinya bukan buat nabung atau transaksi ini bikin tekor duit apa apa ADM,1,2023-08-01 02:36:27
Lia Qikmatul,Kenapa ya blu semakin kesini semakin lemot dan ngecrash?,3,2023-08-01 00:07:19
020_Dwiky yulio,"aneh bgt skrg ,gabisa tf antar bank ,gabisa tf sesama bca ,trs mau masuk akun nya gabisa mulu ,rugi bgt isi saldo di blu",2,2023-07-31 23:57:48
nurhidayat droid,"Fast respon request saya untuk tambahin note langsung di respons. Terima kasih. Tapi akhir akhir ini aplikasi lebih lemot, dan sering putus koneksi, terus bayar va BCA ngga bisa, tolong di solve supaya nyaman dipakai 🙏",4,2023-07-31 23:48:56
Ardy Ting,"Baru kali ini BCA punya aplikasi cacat. Login jaa lemot susah banget. Buang2 waktu mau tarik uang saja sulit. Terlalu banyak riweh harus pake password HP segala. Kalo ga pake password hp, aplikasi ga bisa dipake. Aplikasi gagal dikasih ke user...",1,2023-07-31 23:41:39
Ihza M,Keseringan bermasalah,1,2023-07-31 23:38:59
Winda desriana,Blu lemot apa² keputus jaringan perbaikan mulu terus juga masa setor tarik di kenakan biaya bener² mending bca express deh ktibang ini,3,2023-07-31 22:08:49
Fachri Jahri,Add Transaction LAGGING !! Saving Transfer data LAGGING !! Add Basket LAGGING !! Execute Transaction LAGGING !! Share Resi transaksi LAGGING !! Tolong periksa servernya. Kali perlu diupgrade.,1,2023-07-31 14:43:52
Iwan,luar biasa,5,2023-07-31 13:33:10
Adika Putra,"dibawah naungan BCA TAPI BAYAR TARIK SETOR, FIX SEJAK KALIAN BERLAKUKAN.. SAYA TIDAK PAKAI BLU BY BCA SELAMA LAMANYA. Dan saya ajak seluruh kawan 1 kantor untuk tutup account BLU mereka siapapun yang memiliki tanpa terkecuali.",1,2023-07-31 11:12:42
Dewi Safitri,"Knp sih sering terputus padahal koneksi lancar, udah coba berulang ulang terputus terus",1,2023-07-31 06:57:42
Andi Ramadhana,proses ssh banget pendaftar selalu ditolak dgn alsan yg tdk jls dri csnya...,1,2023-07-31 05:42:42
Kathy Widayati Sunaryo,"Sekarang tarik tunai harus bayar, dulu engga. Menu transfer ke BCA virtual account tulisannya lagi siapin sesuatu melulu. Lama ga bisa dipakai, pakai menu transfer biasa, eeeh ada yg ga bisa karna blm pake BI Fast, pake opsi lain berbayar lebih mahal.",3,2023-07-31 04:10:22
Diah Ayu Citro Resmi,"Hi admin tolong di perbaiki dari awal bulan juli sampai sekarang saya ingin top up saldo e- commers melalui bca Virtual Account tidak bisa dengan notifikasi sbb: "" blu lg siapin sesuatu tentunya bakal lebih seru , spesial buat kamu"". Lalu ingin transfer server terputus terus padahal koneksi internet saya dalam kondisi baik . Saran saya tolong untuk update lebih utamakan update proses transaksi agar selalu lancar. Semoga segera di perbaiki karena cukup menghambat proses transaksi , terima kasih.",4,2023-07-31 01:11:36
Jamrud Id,"Mohon di update, saya yakin 90% keluhan disini Aplikasi nya berat .. pak bu, muter muter nya lama, saya berkedip 5-10 kali masih muter muter, duhhh, gak gesit seperti m BCA satt seutt,atau klo bank digital lain nya seperti neo,jago, dll sekarang udah pada satt seutt kalo transaksi. Terima kasih",2,2023-07-30 23:59:57
Muhamad Hafidzudin Al Anshori,Kebanyakan fee sekarang,1,2023-07-30 22:33:45
JDR. Zanni,ketolong banget pake bca blu,5,2023-07-30 15:50:00
Aji Leksmana,"UI super lambat, konektifitas dengan jaringan internet sering sekali gagal, yang tadinya mau sat set saat transfer dan bayar belanjaan malah jadi lambat banget dan sering saya batalkan karena kepalang lemot",1,2023-07-30 11:00:35
Asrilah Febrina,menabung jadi lebih mudah dan nyaman,5,2023-07-30 09:45:13
yanuar sikumbang,luar biasa,5,2023-07-30 08:02:03
Neng Eros,Knp akun sy tidak bs melakukan transaksi apapun,2,2023-07-30 05:37:02
Irwan Syah,Mantap,5,2023-07-30 04:53:40
Nurcholis Ahmad,Oke sihh,4,2023-07-30 04:01:58
rayyan chanel,Admin kenapa sekarang kalau tarik tunai di atm bca kena biaya admin nya ?. Sebelumnya tidak ada biaya admin kalau tarik tunai.,4,2023-07-30 02:29:42
DMA ECS,Blue makin jelek.... Kenapa VA gak jalan lagi....,2,2023-07-30 00:00:16
Nur Laila,"Pertama kali download dulu bagus bgt banyak cashback dll , tapi skrg makin kesini makin banyak biaya, buat setor tarik aja skrg pake admin",2,2023-07-29 23:11:02
safara annisa,asik banget buat bikin target tabungan,5,2023-07-29 16:34:17
Edy Rio,"Blu bca memang oke, transaksi cepat dan aman",5,2023-07-29 16:05:58
Agus Topan,"ini bca digital gmn sih, mau tf ke rekening sendiri aja susah amat.",4,2023-07-29 15:58:03
dhev witana,untuk transaksi koneksi sering putus..,4,2023-07-29 15:42:28
Amanah store,"Awalnya biaya apapun free, namun makin kesini banyak embel embel biaya admin, mau stor tunai di BCA saja kena admin 3.500, seharus nya sesama BCA tidak ada biaya admin terkecuali stor tunai melalui bank lain",1,2023-07-29 15:35:41
Akbar Maullana,bintang yang berbicara,5,2023-07-29 13:06:36
Khansa Sullut,thx blue bca sudah membantu saya untuk menabung uang..,5,2023-07-29 11:15:55
Rahman Nobita,"Gimana ni ga bisa masuk verivikasi wajah, dari hp lama ke hp baru, wajah tidak terdeteksi, padahal wajah di dlm lingkaran dan tidak mengunakan kacamata, tidak mengunakan masker dan tidak mengunakan topi,dan mengikuti petunjuk sesuai di aturan tetapi kenapa tidak bisa log in. Please perbaiki sistem karna tabungan masih ada di dlm, saran jgn verivikasi wajah aja login, gunakan verivikasi nomor ,wa atau email.",1,2023-07-29 10:25:33
ferdinan rumimpunu,Bank digital paling mahal. Kacau sudah dibebani dengan admin ini dan itu. TF sesama BCA aja kena charge. Kapok...,1,2023-07-29 09:00:37
amir hamzah,"nice game, eehh salah ok banget APPnya kuy ah",5,2023-07-29 07:09:33
Muhammad Zainal Muttaqin,"Verifikasi lamban. kirim kode lewat SMS lama, lewat email juga. Sehingga susah untuk verifikasi",1,2023-07-29 06:38:49
gege,"apk tolol,skrng mau bayar virtual account gk bisa.anjink!",1,2023-07-29 03:40:03
Opa Mustopa (Kang mus),sangat membantu,5,2023-07-29 00:12:01
Adrian Pamungkas,"Cuma karna close aplikasi login ulang aja ribet . Nik terdaftar lah,email sudah digunakan lah . Yang namanya sudah ada akun harusnya lebih mudah untuk login .",1,2023-07-28 22:18:09
Fegy Nurjaya Pratama,mantap,5,2023-07-28 20:04:40
jasmine muntaza,"blu makin kesini makin gajelas ya, tarik tunai ada adminnya setor tunai ada adminnya, kadang mau transaksi barcode tiba2 gabsa, pdhl udh di dpn kasir trs juga bca virtual accountnya gabsa trss. kadang juga mau tf gabisa atau apalah ada aja blu skrngg mah",2,2023-07-28 19:16:15
Amierrudin,"Sudah mulai males nih pakai si blu, karena kenapa tarik tunai dan setor tunai harus ada adminnya padahal itu di ATM BCA juga, terlebih lagi adminnya mahal banget. Tolonglah kembalikan ke sistem yg dulu free tarik tunai dan setor tunai di ATM BCA. Untuk yg lain responsif, kecepatan aplikasi, dan UI nya sejauh ini belum menemukan masalah untuk di device saya.",2,2023-07-28 15:02:12
Nanang Budi Prasetiyo,jos,5,2023-07-28 14:54:06
Mytha Az-zahra,"Sdah bbrpa kali cb daftar. Tapi selalu di tolak, alasan tidak di jelaskn. Data sdh benar, tdk ad data yg saya rekayasa. Meskipun di sistem klian menolak, minimal di jelaskn apa masalah nya. Masa iya di tolak sistem tanpa alasan. Customer service nya cuek, sombong, tidak ramah. Sangat tidak menunjukkan attitude seorang bankers. Cewek cowok sama aja. Jgn karena melayani via online, jadi tidak berattitude. Kalian di gaji untuk memberi pelayanan terbaik. Heran kenapa bisa jadi cs di bank.",1,2023-07-28 14:31:52
Zada Ersyada,Asu verifikasi wajah ko angel men ki nopo su asu celeng,1,2023-07-28 13:39:35
Opick,"Payah Tarik tunai pake admin skarang, padahal udah seneng pake aplikasi ini, sangat membantu untuk para kryawan yg dihantui biaya admin",2,2023-07-28 11:41:12
Arman bob #21,Kok malah balik lagi eror terus sih.. jaringan terputus padahal jaringan data ok. Kemarin buat setor tarik tunai yang jaringan terputus. Sekarang semuanya terputus 🤦‍♂️. Hadeuh,3,2023-07-28 10:28:29
I Wayan Gunadi,Blu bagus cuma belum bisa virtual account . Semoga kedepannya makin lengkap dan fleksibel,4,2023-07-28 10:22:49
Adhitya Ramdhan,Kenapa sekarang tarik tunai kena biaya admin?,2,2023-07-28 09:31:09
Nurul Fadilah,"Susah banget buat login, tolong perbaiki lagi",1,2023-07-28 08:23:37
Abang Jadide,Tarik setir tunai kena admin??? yang bener aja.,3,2023-07-28 06:34:07
Triyano Bagja,Pembayaran VA masa gangguan terus,3,2023-07-28 05:53:47
danny sofyan,agak berat aja apk nya,5,2023-07-28 05:27:26
Endrasto Zanuar,"Udah di isi saldo tp gk bisa dipakai transaksi, ada solusi? Saya edit menanggapi jawaban dari solusi : TERIMA kasih solusinya bermanfaat dan sekarang sudah clear",5,2023-07-28 05:04:29
Gell Channel,"Blu ko sekarang gini yak, masa ada biaya admin pula 3,500 untuk sotor atau tarik tunai nya, apa iye sebesar itu untuk tarik tunai aja biaya ADM nya",3,2023-07-28 03:10:20
Erna Pinot,Blu ada kartu fisik nya gak ya,4,2023-07-28 02:36:41
Arunika,Kok sy g bisa transfer ya sejak kemarin??,3,2023-07-28 02:21:27
Yoga aryo,"Masa ga bisa virtual account,sesama BCA bayar,tarik tunai bayar,aplikasi harus nya memudahkan,bukan bikin susah",1,2023-07-28 02:05:42
Suhendi Blm,sangat cepat dan akurat,5,2023-07-28 00:38:59
Fajar Murshalin,Saya Hapus Blue dari List App saya! Tarik Tunai di ATM BCA aja Bayar! Apa kalian Rugi?? Mending saya Pindah Ke Aplikasi Dana,1,2023-07-27 23:44:05
Taufiq Nurrokhman,"Tolong lebih di perhatikan lagi terkait output transaksinya agar lebih menarik untuk dishare bukti transaksinya, dan tambah fitur bayar pdam dan listrik",1,2023-07-27 22:54:46
Lugie Sativa,Good,5,2023-07-27 13:24:18
Orlando Gimyc,menurut saya mudah digunakan aja. kok nggak ada invest jenis emas iya difiturnya,5,2023-07-27 13:09:12
Anak Muda,Saya tidak jadi mendaftar di aplikasi ini karena dari awal sudah meminta NAMA IBU KANDUNG. Itu buat apa? Saya kan bukan mau kredit.,1,2023-07-27 10:38:02
Mohammad Miftah Luqmanul Hakim,"Aplikasi responsif, fitur blu juga lengkap. akan lebih baik kalau dikasih kartu debit fisiknya & bisa top up flazz BCA juga..",5,2023-07-27 10:04:37
Tz 90,sayangnya ga terdaftar di banyak menchart olshop saat pembayaran maupun transfer. Jadi kurang berfungsi kalau apk ini untuk alat transaksi.,4,2023-07-27 09:14:01
Icha Icha23,"kesel masa cuma narik doang harus biaya admin,trs ada bunganya walaupun cuma dikit tp kan lama² jadi bukit lah gmn si,tf sesama BCA tetep kena admin semua admin terus mending pindah aja deh klo bgni😒",1,2023-07-27 08:08:38
Rizky Kituk,Jji7uyh b.ovgy(3a😂😂3😂j😂😌👌👌👌🐥🙈🐻‍❄️🐻‍❄️🐶🐶🐶🙈🦄🦆🙉🙉🙉🙉🙉🐨🐨🙈🐶🐮🐮🐻🐮🐮🐮🐮🐮🐰🐻🐮🐮🐮,5,2023-07-27 07:07:18
Nirwan Alamsyah,aplikasi msh gasiap broken bgt + cs via wa nya jg anehh jwb chat berulang2,1,2023-07-27 07:03:45
Jin Mori,Dh 1thn pakai aman aman saja Hanya skrng tarik tunai kena admin BCA virtual accountnya tidak bisa d akses Kecewa bgd jadi males make blu,1,2023-07-27 06:48:22
TONY SARAGI,proses cepat,5,2023-07-27 04:57:38
Azep Sunanda Zain,Mo daftar aja susah muter² trs pas buat password-nya. Server lemah error' melulu,1,2023-07-27 03:40:38
Tamy Herpina putri,"Ini knp mau tf gak bisa terus , harus kya gmn biar bisa tf , selalu aja ada tulisan bermasalah terus heyyyyyy",1,2023-07-27 01:53:01
Dicky Surya putra asril Alwi thain,Top.,5,2023-07-27 00:59:00
Adietya Okto Maulan,Mambantu,5,2023-07-27 00:10:35
Daegal. Chenle,Sekarang kalau mau nabung dan tarik tunai ada biaya administrasinya saya merasa terbebani padahal fasilitas yang diberikan bagus apabila tanpa biaya adminnya. Mungkin BCA digital dapat dipertimbangkan kembali 🙏🏻,1,2023-07-26 13:14:30
Kelvin Luthfi,Susah masuk. Use must real device mulu,1,2023-07-26 12:06:51
chika tani,masih agak lemot dan transfer BCA kena biaya harus pake reward dulu,4,2023-07-26 11:25:12
Jeffry Cornelis,"sangat membantu, simple dan cepat",5,2023-07-26 07:11:25
Minie 1212,Apk apa ini ....gilira gak login di tlp mulu pas lag pake lg mu transaksi aja hars feriv wajah ...tp pas feriv wajah gagal mulu .. udh ganti hp masuk buat feriv wajah nya gak bisa2 ...gak banget deh skarang make apk ini lg,1,2023-07-26 05:37:37
Sofian Fahlevi,good,5,2023-07-26 05:27:52
Aili Evelyn,ok,5,2023-07-26 05:12:21
Choirul Akhyar,"gimana nih masa sering putus sambungan, padahal jaringan lancar banget. aneh. gue mau transaksi jadi gabisa semua.",2,2023-07-26 04:10:27
Gundul pinggiran,mohon dilengkapi fitur ny,4,2023-07-26 03:04:38
Martinus adi,mantap,5,2023-07-26 01:01:01
Ngukup Cahyo Achmadja,"Setor tunai ada biaya 3500? reward gratis setor/tarik tunai juga dikit bgt, better bank Jago / SeaBank. Ga worth it sih",1,2023-07-25 23:51:09
Sindu Utomo,penggunaanya simpel dan nyaman,5,2023-07-25 23:16:41
Aldi Hardiansyah,Setiap tarik tunai masa kena biaya atmin 3.500rb dah bisanya ga,1,2023-07-25 20:03:32
JOSHAPHAT,Kode OTP ngga masuk masuk kenapa ? Sinyal full internet mantap padahal,1,2023-07-25 18:42:44
Riski Riski7765,sangat mudah transaksi menggunakan BLU BCA dan gak ribet,5,2023-07-25 14:27:32
Elfonda Farrel,"Awalnya sih bagus tp lama² semakin buruk, masa setiap setor/tarik ada tarif biayanya terus waktu mau TF ke BCA virtual account juga ga bisa.",1,2023-07-25 14:14:20
Alif Habibillah,"Aplikasinya terbilang cukup berat dibanding mobile banking lain, kurang gesit. Mohon bisa diperbaiki dan ditingkatkan lagi kedepannya. Terima kasih.",4,2023-07-25 13:21:08
Richard Theodra,Sekarang blu sudah tidak bisa virtual account so sad,2,2023-07-25 13:03:35
Sy Style,tarik tunai 3.500 mending turu,1,2023-07-25 12:38:56
Ian Rizki,puas dengan layanan blu.ok,5,2023-07-25 11:58:30
Mcpe 07_Second Edition,"BluVirtual Cardnya oke, tapi khusus Android 8.1.0 (Oreo, OPPO A3S) agak sering crash. Mohon untuk di-optimalisasi aplikasi agar user yang memakai aplikasi ini tidak ada gangguan aplikasi seperti lag, crash dan lain-lain..",4,2023-07-25 08:43:11
Ida Mufrida,good job,5,2023-07-25 07:27:10
Peggy istianto,Saldo ada tapi tidak bisa tranfer,3,2023-07-25 07:16:22
Yahya Tri Pamungkas,Tarik saldo aja ada biaya admin parah banget rugi gue,1,2023-07-25 06:55:20
Andri Maulana,aplikasi banking terlama. terus transfer sesama bca masak bayar ? haduh,1,2023-07-25 06:00:57
indi gogo,Transfer ke BCA kok LLG aja😢,1,2023-07-25 04:28:08
Marvel alvino,"Susah banget kalo login di hp baru dari hp lama, wajah tidak terdeteksi, daftar kemarin rambut panjang eh saat potong rambut jadi pendek,ga bisa masuk wajah tidak terdeteksi, gimana sih,pakai cara opsi pilihan lain dong,email atau apa kek,",1,2023-07-25 04:17:35
Sekar ayu,"Tolong dong BLU perbaiki sistemnya,, permudah lg seperti dlu.. kalaupun skrng BLUREWARD nya sedikit gpp lah asal jgn dipersulit dong mau transfer,, sllu muncul bank penerima belim trdaftar BIFast apa2an td mlm aj msih bs pagi ini udh gk bs,, itupun ke Bank BCA loh,, dl mudah bgt pkek online skrng BIFast kok bgni mempersulit . Bnyk pngguna pdhal krn mempermudah bagi2 tabungan ini malah bgni,, lama2 pd pindah loh 😫 kesel bgt, narik duit sndri bayar pula ya Tuhan",3,2023-07-25 03:52:01
Nymasrama,Suulit sekaallliiii verifikasi wajah nya,3,2023-07-25 03:44:13
Anna Al-ghassanah,Semenjak diperbarui apk ny..virtual account ga bisa dipake... Setiap transaksi kenaa admin... Blue rewards nyaa dikit bangeet...,3,2023-07-25 02:38:49
Sulaiman Olengs,Sudah Mulai Membaik aplikasinya... Cuma sayang ya kenapa BCA virtual akunnya tidak bisa di pakai... Jadi ga guna ada icon nya tpi gabisa di pake... Padahal penting itu,5,2023-07-25 02:35:59
Jumari,Sangat bagus Cuma aplikasinya terlalu lelet kebanyakan animasi Yg di butuhkan adalah kecepatan transaksi/aplikasi nya. Semoga di perbaiki lagi Aplikasinya.,5,2023-07-24 17:23:30
Ustman bin Affan,luar biasa,5,2023-07-24 15:02:12
Agung Kurnia S.,Kok transfer pakai BI fast ke rek BCA belum bisa??????,1,2023-07-24 14:18:51
Asroh Binur,Sangat buruk Sudah 3hari tidak bisa di gunakan,1,2023-07-24 12:25:42
Suharlina,Aplikasinya lemot bgt bikin kesel,1,2023-07-24 11:45:55
Sima Dwifa,Knpa gk bs transfer dn tarik tunai yaaa? Uda cb berkali kali loh!!!!,2,2023-07-24 11:08:03
Cavin Gilbert,"cocok buat anak muda, mayan buat nabung pelan""",5,2023-07-24 10:18:49
Bang Udien,Handphone sudah mantep masih di bilang goyang untuk pengenalan wajahnya..,5,2023-07-24 09:55:53
Chandra Aditya Novianto,"Tarik tunai skrng ada biaya admin nya GK kayak dlu udh gitu pertransaksi max cuma 1.250 aja tambahin lah klw bisa pertransaksi bisa narik 5 juta keatas udh gitu biaya admin nya mahal,ealah skip deh otw uninstall",1,2023-07-24 07:10:27
075_Fauziah Sahara (Sahara),Setelah pemakaian beberapa bulan virtual accoun nya tidak bisa digunakan,3,2023-07-24 06:01:51
Hafidz Rizal,"Bagus, memudahkan transaksi, cuma masalah nya lambat aja buat operasional yang butuh cepet.",5,2023-07-24 04:57:20
Fredi Eduartanto,"Konfirmasi Pin selalu gagal..muncul keterangan "" sepertinya ada masalah""... Cape bolak balik belasan x",3,2023-07-24 04:18:57
Puji Dewi Purwati,"Download karena info ada promo, eh kuota promo d cek masih ada tapi gbs d pake, niat untung malah buntung. Konfirm by WA malah d suruh nelfon pake aplikasi, apa cuma trik naikin traffic aja nih hadeuhhhh",1,2023-07-24 00:56:19
Deon Thea,Mantap,5,2023-07-24 00:34:32
Marisa Manis,"Baru nyadar transfer ke bca aja kena admin 6.500, wow keren. Kalau ke bank lain kena admin si ngerti lah ini ke BCA.",1,2023-07-23 16:22:25
Oni Sugeng,Apakah bs mengajukan penjaman di aplikasi ini? Klo bs syaratnya apa aja ya?,2,2023-07-23 15:50:09
Mai Syitho,"Makin kesini kenapa potongan nya banyak bgd ya ??? Setiap mau tf kena admin , mau tarik tunai dan setor tunai pun jga kena admin , makin buruk aja sih .. Blu digital bca pdahal sama-sama bca masa buat cardless kena admin kacau",1,2023-07-23 15:46:01
Nurul Huda,gabisa nonton sal :(,5,2023-07-23 14:39:51
Rudiansyah Taufik Alwi,"Mohon maaf saya kasih bintang 1 kali ini saya kecewa,biasa nya tarik tunai,setor tunai,sampe transfer pun gak ada biaya admin ke sesama BCA ini malah di potong sebesar 3500 tiap transaksi,,, mohon untuk di perbaikki masa setor tunai ada potongan hadeuhh.... aneh banget makin kesini bagusan dulu pas pertama....",1,2023-07-23 13:57:08
Darul Hamzah,Sangat Membantu,5,2023-07-23 13:38:26
Roel Ant,"Bye bye blu, setelah Pemakain Setahun lebih dan memudahakan tarik Tunai di ATM BCA GRATISS, sekarang waktunya uninstall karena semua ada biaya Setor tarik tunai, isi ewallet dll .. Mending langsng ke bank digital lain Seperti NEO dan SEABank, Karena disini sudah kaya bank fisik.",1,2023-07-23 13:04:45
Rony Banjar,Mantaaab 100% bagus,5,2023-07-23 12:06:25
No Name,"promo boongan, masa gabisa semua",1,2023-07-23 11:06:10
shohib aqil arr,"Aplikasinya sangat buruk, lemot untuk transaksi di ATM lodingnya lama banget",2,2023-07-23 11:02:19
Charles Chant,"Awalnya terasa sangat membantu kami UMKM pribadi agar bisa memulai menggunakan jasa keuangan bank krn tak harus datang secara fisik ke kantor bca. Biaya sangat minim... Tapi kini, biaya selalu dikenakan setiap menarik/ menyetor uang... Bebas biaya admin tsb hanya didapatkan melalui BluLoyality yg untuk kami para usaha mikro dgn omzet tak seberapa hanya dapatkan 1x sebulan. 🤦‍♂️ Gimana kami mau maju, jika ingin bergerak saja, sudah dicekik dgn biaya yg sangat tinggi... Sungguh disesalkan...",1,2023-07-23 10:08:07
